
  ZVRE, 2.05

  stimulus-start        ; stimulus-stop       ; stimulus-unit       ; nof-points; parameter-type; impedance-ohm
  3.00000000000E+05     ; 3.00000000000E+06   ; Hz                  ; 1601      ; RATIO_B2_B1   ; 50        

  conversion            ; time-domain         ; data-format         ; param-unit; smoothing     ; trace-math
  none                  ; none                ; RI                  ; none      ; none          ; none

  sweep-mode-type       ; notlinear-meas-mode 
  FUNDAMENTAL           ; none                


  freq              ;  reRATIO_B2_B ; imRATIO_B2_B  
   4.55250000000E+05; -4.61737E-07  ; 3.3145E-06   
   4.56937500000E+05;  2.51859E-08  ; 1.20837E-06  
   4.58625000000E+05;  9.77998E-07  ; 1.62467E-06  
   4.60312500000E+05; -3.65741E-07  ; 2.09015E-06  
   4.62000000000E+05;  1.14045E-07  ; 8.26391E-07  
   4.63687500000E+05; -2.66134E-07  ; 1.14297E-06  
   4.65375000000E+05; -2.78795E-06  ; 1.48836E-06  
   4.67062500000E+05; -2.14131E-06  ; 7.02291E-07  
   4.68750000000E+05; -1.38423E-06  ; 2.55012E-07  
   4.70437500000E+05;  1.36609E-07  ;-1.7649E-06   
   4.72125000000E+05; -1.38454E-06  ;-1.16663E-06  
   4.73812500000E+05; -1.41048E-06  ; 3.91323E-07  
   4.75500000000E+05;  1.79564E-06  ;-9.31281E-08  
   4.77187500000E+05; -6.58012E-07  ;-1.09268E-06  
   4.78875000000E+05;  8.0812E-07   ;-1.85011E-06  
   4.80562500000E+05; -8.11289E-07  ;-1.75309E-06  
   4.82250000000E+05; -1.9433E-06   ;-1.04481E-07  
   4.83937500000E+05;  9.92075E-07  ; 2.60326E-07  
   4.85625000000E+05;  1.90673E-06  ; 2.79561E-07  
   4.87312500000E+05; -1.40776E-07  ; 1.59714E-06  
   4.89000000000E+05; -4.61482E-07  ; 1.77152E-06  
   4.90687500000E+05;  2.48328E-06  ; 5.65887E-07  
   4.92375000000E+05;  7.97579E-07  ; 1.72494E-06  
   4.94062500000E+05;  2.0913E-07   ; 5.33066E-07  
   4.95750000000E+05; -3.16367E-07  ;-7.82957E-07  
   4.97437500000E+05; -1.9814E-06   ;-8.94284E-07  
   4.99125000000E+05;  1.74861E-06  ; 1.11149E-06  
   5.00812500000E+05;  8.48498E-07  ; 4.48769E-07  
   5.02500000000E+05; -1.41717E-06  ;-5.60119E-07  
   5.04187500000E+05; -7.32331E-07  ; 6.08049E-07  
   5.05875000000E+05;  3.90726E-08  ; 8.22898E-07  
   5.07562500000E+05;  6.10843E-07  ; 1.85693E-06  
   5.09250000000E+05;  2.16237E-06  ; 1.0734E-08   
   5.10937500000E+05;  1.20892E-07  ; 1.01988E-06  
   5.12625000000E+05;  7.67103E-08  ; 1.71879E-06  
   5.14312500000E+05;  6.50996E-07  ; 1.24478E-06  
   5.16000000000E+05; -3.10256E-06  ;-2.83363E-07  
   5.17687500000E+05;  7.39699E-07  ; 1.17211E-06  
   5.19375000000E+05;  1.87467E-06  ; 1.35648E-07  
   5.21062500000E+05; -1.25466E-06  ; 3.92374E-07  
   5.22750000000E+05;  6.01848E-07  ; 1.53967E-06  
   5.24437500000E+05; -6.83971E-07  ; 1.60316E-06  
   5.26125000000E+05; -2.12796E-06  ; 1.63427E-06  
   5.27812500000E+05; -6.91349E-07  ; 4.01949E-07  
   5.29500000000E+05; -2.51447E-07  ; 1.47982E-06  
   5.31187500000E+05;  1.22965E-06  ; 1.65922E-06  
   5.32875000000E+05; -1.58186E-07  ; 1.52602E-06  
   5.34562500000E+05;  2.88042E-07  ; 4.60751E-07  
   5.36250000000E+05; -2.18016E-06  ; 2.10542E-07  
   5.37937500000E+05;  2.57309E-07  ;-1.05536E-06  
   5.39625000000E+05;  2.58559E-06  ; 1.55396E-06  
   5.41312500000E+05; -1.99088E-07  ; 2.08318E-06  
   5.43000000000E+05;  9.81245E-07  ;-3.89802E-07  
   5.44687500000E+05; -1.67675E-06  ; 8.50357E-07  
   5.46375000000E+05; -3.6831E-07   ; 1.39021E-06  
   5.48062500000E+05; -4.13806E-07  ; 2.20461E-06  
   5.49750000000E+05;  6.75436E-07  ; 5.7925E-07   
   5.51437500000E+05;  8.63957E-08  ; 1.27759E-06  
   5.53125000000E+05;  3.88847E-07  ; 2.05393E-06  
   5.54812500000E+05; -2.34986E-07  ; 5.79282E-07  
   5.56500000000E+05;  2.31515E-06  ; 3.19723E-07  
   5.58187500000E+05;  1.49313E-06  ; 1.2525E-06   
   5.59875000000E+05; -1.35652E-07  ; 1.38494E-06  
   5.61562500000E+05;  1.34844E-06  ; 5.68694E-07  
   5.63250000000E+05;  6.86253E-07  ;-1.90608E-07  
   5.64937500000E+05; -2.46174E-07  ; 1.10775E-07  
   5.66625000000E+05; -2.07691E-07  ; 1.75501E-06  
   5.68312500000E+05;  2.26898E-06  ; 3.942E-07    
   5.70000000000E+05; -1.97506E-06  ;-1.63785E-07  
   5.71687500000E+05; -5.89237E-07  ;-2.49502E-07  
   5.73375000000E+05;  6.0865E-07   ; 1.46529E-06  
   5.75062500000E+05; -2.64865E-06  ;-1.45366E-07  
   5.76750000000E+05; -1.68268E-06  ; 2.67152E-08  
   5.78437500000E+05; -2.35044E-07  ;-6.54486E-07  
   5.80125000000E+05; -4.74661E-07  ; 2.02476E-06  
   5.81812500000E+05;  4.65803E-07  ; 2.84147E-07  
   5.83500000000E+05; -1.80522E-06  ; 1.29026E-06  
   5.85187500000E+05; -2.60788E-08  ; 3.23094E-06  
   5.86875000000E+05; -1.12531E-06  ; 3.07936E-07  
   5.88562500000E+05; -4.11934E-07  ; 4.02088E-07  
   5.90250000000E+05; -4.85949E-07  ; 1.52793E-06  
   5.91937500000E+05;  3.92329E-07  ; 1.51278E-06  
   5.93625000000E+05; -1.26411E-06  ; 2.5342E-06   
