# Version 1.00
#
freq[Hz]	db:Trc1_S11	ang:Trc1_S11	db:Trc2_S12	ang:Trc2_S12	db:Trc3_S21	ang:Trc3_S21	db:Trc4_S22	ang:Trc4_S22	
3.500000000000000E+009	-4.439176681764640E+000	3.331161032287392E+001	-5.705234638705897E+000	-1.029812661401998E+002	-5.636635705492500E+000	-1.031424038572619E+002	-1.137165808768654E+001	1.034299687469215E+002	
3.500220000000000E+009	-4.480503371890973E+000	3.255872466270472E+001	-5.684915671216537E+000	-1.039984740689111E+002	-5.616714566301084E+000	-1.041612948887603E+002	-1.128930083260948E+001	1.022527531432006E+002	
3.500440000000000E+009	-4.522167709488212E+000	3.180911466467401E+001	-5.664860594263318E+000	-1.050127599322249E+002	-5.597150096568297E+000	-1.051826688196532E+002	-1.120848943912226E+001	1.010777531741475E+002	
3.500660000000000E+009	-4.563801339282068E+000	3.106347802752694E+001	-5.644998808298070E+000	-1.060246184546676E+002	-5.577840160980293E+000	-1.062012179884760E+002	-1.112928507302278E+001	9.990310675554241E+001	
3.500880000000000E+009	-4.605728594041576E+000	3.031951430508470E+001	-5.625496052105032E+000	-1.070385206463034E+002	-5.558779289356921E+000	-1.072203194842193E+002	-1.105155556837300E+001	9.873043561308714E+001	
3.501100000000000E+009	-4.647831833613401E+000	2.957861296470728E+001	-5.606222494620287E+000	-1.080504046138452E+002	-5.540062990869020E+000	-1.082384976651479E+002	-1.097549662819929E+001	9.755861449184451E+001	
3.501320000000000E+009	-4.690068061601103E+000	2.883850827371303E+001	-5.587286602886273E+000	-1.090644627825747E+002	-5.521550825974490E+000	-1.092562453711245E+002	-1.090122903372012E+001	9.638805923414365E+001	
3.501540000000000E+009	-4.732543764454497E+000	2.810238493411282E+001	-5.568566398541615E+000	-1.100772904839227E+002	-5.503369018971148E+000	-1.102744654427231E+002	-1.082869026398942E+001	9.521803797553976E+001	
3.501760000000000E+009	-4.774978296667283E+000	2.736939638879383E+001	-5.551410637287000E+000	-1.111034836197775E+002	-5.486638412941745E+000	-1.113110414849983E+002	-1.075755146002024E+001	9.405281052329350E+001	
3.501980000000000E+009	-4.817568360082658E+000	2.663938787396528E+001	-5.533185051539765E+000	-1.121131192532796E+002	-5.468855896891262E+000	-1.123256790571164E+002	-1.068806148606525E+001	9.288786204404909E+001	
3.502200000000000E+009	-4.860299816032335E+000	2.591127207397842E+001	-5.515214762106077E+000	-1.131237609129750E+002	-5.451366150652606E+000	-1.133413481746551E+002	-1.061996946564885E+001	9.172239814172814E+001	
3.502420000000000E+009	-4.903136512485642E+000	2.518530210380707E+001	-5.497463474000412E+000	-1.141335766260554E+002	-5.434088097047062E+000	-1.143555296053273E+002	-1.055362794399373E+001	9.055846912484326E+001	
3.502640000000000E+009	-4.945941199935737E+000	2.446191291184992E+001	-5.479888566173937E+000	-1.151437704904678E+002	-5.417058924625001E+000	-1.153699325563550E+002	-1.048876010673675E+001	8.939325546861971E+001	
3.502860000000000E+009	-4.988832862290932E+000	2.374231728986825E+001	-5.462644913097049E+000	-1.161512486286143E+002	-5.400125783907490E+000	-1.163828385126973E+002	-1.042530427171805E+001	8.823232096202609E+001	
3.503080000000000E+009	-5.031800782005159E+000	2.302575151184971E+001	-5.445588948785829E+000	-1.171579917524532E+002	-5.383538234394979E+000	-1.173941089117952E+002	-1.036327992610241E+001	8.707196874597061E+001	
3.503300000000000E+009	-5.074730310680812E+000	2.231237259992203E+001	-5.428664106760857E+000	-1.181653948726422E+002	-5.367219897880379E+000	-1.184049009937059E+002	-1.030273991879525E+001	8.590991753364204E+001	
3.503520000000000E+009	-5.117792775328827E+000	2.159974721068860E+001	-5.411950277585642E+000	-1.191704795227946E+002	-5.351126451731508E+000	-1.194160459278805E+002	-1.024381049740188E+001	8.474963257958383E+001	
3.503740000000000E+009	-5.160898162904974E+000	2.089032708133687E+001	-5.395532930192229E+000	-1.201780604566383E+002	-5.335155313578968E+000	-1.204260555799329E+002	-1.018631888568175E+001	8.358783918481853E+001	
3.503960000000000E+009	-5.203937532310100E+000	2.018418510351889E+001	-5.379314310267679E+000	-1.211833414173860E+002	-5.319248143682677E+000	-1.214375059749067E+002	-1.013031419644369E+001	8.242735436268677E+001	
3.504180000000000E+009	-5.246855652191650E+000	1.948119554026527E+001	-5.363292865324718E+000	-1.221852168028340E+002	-5.303671910005946E+000	-1.224446403566557E+002	-1.007575134021561E+001	8.127075012145588E+001	
3.504400000000000E+009	-5.289631199380781E+000	1.878096836504641E+001	-5.347318952614788E+000	-1.231895682433055E+002	-5.288243448813192E+000	-1.234523816241399E+002	-1.002245372599952E+001	8.010906628482000E+001	
3.504620000000000E+009	-5.332505423444234E+000	1.808352188771533E+001	-5.331825479752357E+000	-1.241920617182978E+002	-5.272959262918780E+000	-1.244584756210951E+002	-9.970825932609051E+000	7.894902913614646E+001	
3.504840000000000E+009	-5.375336130714244E+000	1.738830671732841E+001	-5.316306879035291E+000	-1.251947189438265E+002	-5.257995081775354E+000	-1.254647380646944E+002	-9.920565375330767E+000	7.778691108545439E+001	
3.505060000000000E+009	-5.417999651741163E+000	1.669624832435557E+001	-5.301037451479943E+000	-1.261969880458847E+002	-5.243155358675361E+000	-1.264705330527351E+002	-9.871640080084646E+000	7.662470780608230E+001	
