# Version 1.00
#
freq[Hz]	db:Trc1_S11	ang:Trc1_S11	db:Trc2_S12	ang:Trc2_S12	db:Trc3_S21	ang:Trc3_S21	db:Trc4_S22	ang:Trc4_S22	
3.500000000000000E+009	-4.405178177052090E+000	3.314957878939448E+001	-5.473785118230940E+000	-1.011729430895475E+002	-5.413750649313557E+000	-1.012423256415115E+002	-1.269221416677548E+001	1.050951966439960E+002	
3.500220000000000E+009	-4.446923088838096E+000	3.239072166780910E+001	-5.452406781994302E+000	-1.022062103611652E+002	-5.392643951677592E+000	-1.022767118638458E+002	-1.259638020568422E+001	1.040089283764926E+002	
3.500440000000000E+009	-4.489133352670230E+000	3.163365925235566E+001	-5.431348011981640E+000	-1.032370678852453E+002	-5.372083910802064E+000	-1.033151915000542E+002	-1.250277208915665E+001	1.029220702467404E+002	
3.500660000000000E+009	-4.531341659069216E+000	3.087992438566906E+001	-5.410562981088861E+000	-1.042680010158315E+002	-5.351816875623279E+000	-1.043514583160537E+002	-1.241141289101798E+001	1.018322339518854E+002	
3.500880000000000E+009	-4.573903800550835E+000	3.012871518558631E+001	-5.390159356676450E+000	-1.052987676963455E+002	-5.331886816672931E+000	-1.053883480102764E+002	-1.232211384313742E+001	1.007444962231487E+002	
3.501100000000000E+009	-4.616588565903343E+000	2.938029507554899E+001	-5.369970594818064E+000	-1.063285433174892E+002	-5.312214745434479E+000	-1.064242910869765E+002	-1.223510052584148E+001	9.965283504683153E+001	
3.501320000000000E+009	-4.659461163372101E+000	2.863365935154056E+001	-5.350160749257935E+000	-1.073591558150530E+002	-5.292968848894071E+000	-1.074588866587203E+002	-1.215013727416001E+001	9.856175726684444E+001	
3.501540000000000E+009	-4.702432355019107E+000	2.789123085943974E+001	-5.330606685270062E+000	-1.083895597488333E+002	-5.273911272672003E+000	-1.084948603755438E+002	-1.206733709799439E+001	9.746691008279372E+001	
3.501760000000000E+009	-4.745514801963994E+000	2.715249917892577E+001	-5.312792837143188E+000	-1.094331409399907E+002	-5.256527575946632E+000	-1.095481701973712E+002	-1.198665687038507E+001	9.637459606275648E+001	
3.501980000000000E+009	-4.788802021701675E+000	2.641539119679344E+001	-5.293736989823230E+000	-1.104621558646051E+002	-5.238027517974398E+000	-1.105812692915870E+002	-1.190786704874043E+001	9.527945166500675E+001	
3.502200000000000E+009	-4.832143194032210E+000	2.568122892394259E+001	-5.275139992559205E+000	-1.114904957834948E+002	-5.219863576445136E+000	-1.116152599902464E+002	-1.183115035854447E+001	9.418295194982515E+001	
3.502420000000000E+009	-4.875638733374653E+000	2.494908964266251E+001	-5.256734123200299E+000	-1.125166994579790E+002	-5.202021829241075E+000	-1.126480814061779E+002	-1.175621186408985E+001	9.308603697102029E+001	
3.502640000000000E+009	-4.919173580780626E+000	2.422110698789779E+001	-5.238636325572022E+000	-1.135450261368096E+002	-5.184407488000899E+000	-1.136789541111133E+002	-1.168368796762134E+001	9.198603010473953E+001	
3.502860000000000E+009	-4.962804067325683E+000	2.349537340532849E+001	-5.220895159621667E+000	-1.145707146449861E+002	-5.167042100366438E+000	-1.147101470298001E+002	-1.161267842981948E+001	9.088558840168430E+001	
3.503080000000000E+009	-5.006486557819130E+000	2.277308387921673E+001	-5.203208833630656E+000	-1.155961936375063E+002	-5.149969700842529E+000	-1.157407160092083E+002	-1.154357667765968E+001	8.978263374089947E+001	
3.503300000000000E+009	-5.050111851805767E+000	2.205262608585283E+001	-5.185850442436251E+000	-1.166225329554068E+002	-5.133173420145931E+000	-1.167702984944495E+002	-1.147641988150514E+001	8.867553319051896E+001	
3.503520000000000E+009	-5.093871735344085E+000	2.133455835801751E+001	-5.168806747366824E+000	-1.176464392631708E+002	-5.116660978030315E+000	-1.177997747441822E+002	-1.141124306014434E+001	8.756884693923009E+001	
